section,group,name,url,description,tags,stars,last_push,line
Resources,,Security Training for Engineers,https://sudo.pagerduty.com/for_engineers/,Pager Duty - A presentation created and open-sourced by PagerDuty to provide security training to software engineers.,,,,99
Resources,,Security Training for Everyone,https://sudo.pagerduty.com/for_everyone/,Pager Duty - A presentation created and open-sourced by PagerDuty to provide security training employees.,,,,100
Resources,,Semgrep Academy,https://academy.semgrep.dev/,"Semgrep - Free, on-demand courses covering topics including API security, secure coding and application security.",,,,101
Resources,,Web Security Academy,https://portswigger.net/web-security,PortSwigger - A set of materials and labs to learn and exploit common web vulnerabilities.,,,,102
Resources,,WeHackPuple,https://wehackpurple.com/,WeHackPurple - Online courses that teach application security theory and hands-on technical lessons.,,,,103
Resources,,DevSecOps Hub,https://snyk.io/devsecops/,"Snyk - Introduction to key DevSecOps concepts, processes and technologies.",,,,107
Resources,,SecureFlag Knowledge Base,https://knowledge-base.secureflag.com/,OWASP - A repository of information about software vulnerabilities and how to prevent them.,,,,108
Tools,,Deepfence ThreatMapper,https://github.com/deepfence/ThreatMapper,"Apache v2, powerful runtime vulnerability scanner for kubernetes, virtual machines and serverless.",,5320,2026-06-01,116
Tools,,Dependabot,https://dependabot.com/,GitHub - Automatically scan GitHub repositories for vulnerabilities and create pull requests to merge in patched dependencies.,,,,117
Tools,,Dependency-Check,https://owasp.org/www-project-dependency-check/,OWASP - Scans dependencies for publicly disclosed vulnerabilities using CLI or build server plugins.,,,,118
Tools,,Dependency-Track,https://dependencytrack.org/,OWASP - Monitor the volume and severity of vulnerable dependencies across multiple projects over time.,,,,119
Tools,,JFrog XRay,https://jfrog.com/xray/,JFrog - Security and compliance analysis for artifacts stored in JFrog Artifactory.,,,,120
Tools,,NPM Audit,https://docs.npmjs.com/cli/audit,NPM - Vulnerable package auditing for node packages built into the npm CLI.,,,,121
Tools,,Renovate,https://renovate.whitesourcesoftware.com/,WhiteSource - Automatically monitor and update software dependencies for multiple frameworks and languages using a CLI or git repository apps.,,,,122
Tools,,Requires.io,https://requires.io/,Olivier Mansion & Alexis Tabary - Automated vulnerable dependency monitoring and upgrades for Python projects.,,,,123
Tools,,Snyk Open Source,https://snyk.io/product/open-source-security-management/,Snyk - Automated vulnerable dependency monitoring and upgrades using Snyk's dedicated vulnerability database.,,,,124
Tools,,Automatic API Attack Tool,https://github.com/imperva/automatic-api-attack-tool,Imperva - Perform automated security scanning against an API based on an API specification.,,496,2023-05-13,130
Tools,,BurpSuite Enterprise Edition,https://portswigger.net/burp/enterprise,"PortSwigger - BurpSuite's web application vulnerability scanner used widely by penetration testers, modified with CI/CD integration and continuous monitoring over multiple web applications.",,,,131
Tools,,Gauntlt,https://github.com/gauntlt/gauntlt,"A Behaviour Driven Development framework to run security scans using common security tools and test output, defined using Gherkin syntax.",,997,2022-06-20,132
Tools,,Netz,https://github.com/spectralops/netz,"Spectral - Discover internet-wide misconfigurations, using zgrab2 and others.",,399,2021-05-11,133
Tools,,RESTler,https://github.com/microsoft/restler-fuzzer,Microsoft - A stateful RESTful API scanner based on peer-reviewed research papers.,,2948,2026-06-10,134
Tools,,SSL Labs Scan,https://github.com/ssllabs/ssllabs-scan,SSL Labs - Automated scanning for SSL / TLS configuration issues.,,1768,2024-08-05,135
Tools,,Zed Attack Proxy (ZAP),https://github.com/zaproxy/zaproxy,"OWASP - An open-source web application vulnerability scanner, including an API for CI/CD integration.",,15823,2026-09-24,136
Tools,,Checkov,https://github.com/bridgecrewio/checkov,"Bridgecrew - Scan Terraform, AWS CloudFormation and Kubernetes templates for insecure configuration.",,9028,2026-09-24,144
Tools,,KICS,https://github.com/Checkmarx/kics,"Checkmarx - Find security vulnerabilities, compliance issues, and infrastructure misconfigurations early in the development cycle.",,2707,2026-09-24,145
Tools,,Spectral DeepConfig,https://spectralops.io/blog/spectral-launches-deepconfig-to-ensure-no-misconfiguration-at-all-layers-of-software/,Spectral - Find misconfiguration both in infrastructure as well as apps as early as commit time.,,,,146
Tools,,Terrascan,https://github.com/accurics/terrascan,Accurics - Detect compliance and security violations across Infrastructure as Code to mitigate risk before provisioning cloud native infrastructure.,,5214,,147
Tools,,Cfn Nag,https://github.com/stelligent/cfn_nag,Stelligent - Scan AWS CloudFormation templates for insecure configuration.,,1312,2024-08-01,151
Tools,,Clair,https://github.com/quay/clair,Red Hat - Scan App Container and Docker containers for publicly disclosed vulnerabilities.,,11066,2026-09-24,155
Tools,,Dagda,https://github.com/eliasgranderubio/dagda/,"Elías Grande - Compares OS and software dependency versions installed in Docker containers with public vulnerability databases, and also performs virus scanning.",,1250,2023-05-23,156
Tools,,Docker-Bench-Security,https://github.com/docker/docker-bench-security,Docker - The Docker Bench for Security is a script that checks for dozens of common best-practices around deploying Docker containers in production.,,9699,2026-06-04,157
Tools,,Grype,https://github.com/anchore/grype/,Anchore - An easy-to-integrate open source vulnerability scanning tool for container images and filesystems.,,12924,2026-09-24,158
Tools,,Hadolint,https://github.com/hadolint/hadolint,Checks a Dockerfile against known rules and validates inline bash code in RUN statements.,,12428,2026-08-24,159
Tools,,Snyk Container,https://snyk.io/product/container-vulnerability-management/,Snyk - Scan Docker and Kubernetes applications for security vulnerabilities during CI/CD or via continuous monitoring.,,,,160
Tools,,Trivy,https://github.com/aquasecurity/trivy,Aqua Security - Simple and comprehensive vulnerability scanner for containers.,,38064,2026-09-24,161
Tools,,Regula,https://github.com/fugue/regula,Fugue - Evaluate Terraform infrastructure-as-code for potential security misconfigurations and compliance violations prior to deployment.,,964,,165
Tools,,Terraform Compliance,https://terraform-compliance.com/,"Terraform-compliance - A lightweight, security and compliance focused test framework against terraform to enable negative testing capability for your infrastructure-as-code.",,,,166
Tools,,Tfsec,https://github.com/liamg/tfsec,"Liam Galvin - Scan Terraform templates for security misconfiguration and noncompliance with AWS, Azure and GCP security best practice.",,7040,2026-03-25,167
Tools,,Kubescape,https://kubescape.io/,"Cloud Native Computing Foundation - An open-source Kubernetes security platform for your IDE, CI/CD pipelines, and clusters.",,,,171
Tools,,Kube-Score,https://github.com/zegl/kube-score,Gustav Westling - Scan Kubernetes object definitions for security and performance misconfiguration.,,3104,2026-05-20,172
Tools,,Kubectrl Kubesec,https://github.com/controlplaneio/kubectl-kubesec,ControlPlane - Plugin for kubesec.io to perform security risk analysis for Kubernetes resources.,,517,2025-01-23,173
Tools,,Ansible-Lint,https://github.com/ansible-community/ansible-lint,Ansible Community - Checks playbooks for practices and behaviour that could potentially be improved. As a community backed project ansible-lint supports only the last two major versions of Ansible.,,3910,2026-09-24,176
Tools,,Bad SSL,https://github.com/chromium/badssl.com,The Chromium Project - A container running a number of webservers with poor SSL / TLS configuration. Useful for testing tooling.,,3049,2026-06-01,182
Tools,,Cfngoat,https://github.com/bridgecrewio/cfngoat,Bridgecrew - Cloud Formation templates for creating stacks of intentionally insecure services in AWS. Ideal for testing the Cloud Formation Infrastructure as Code Analysis tools above.,,102,2024-08-05,183
Tools,,CI/CD Goat,https://github.com/cider-security-research/cicd-goat,Cider Security - A deliberately vulnerable CI/CD environment. Learn CI/CD security through multiple challenges.,,2304,2024-07-14,184
Tools,,Damn Vulnerable Web App,https://www.dvwa.co.uk/,Ryan Dewhurst - A web application that provides a safe environment to understand and exploit common web vulnerabilities.,,,,185
Tools,,Juice Shop,https://github.com/juice-shop/juice-shop,OWASP - A web application containing the OWASP Top 10 security vulnerabilities and more.,,13943,2026-09-23,186
Tools,,Kubernetes Goat,https://github.com/madhuakula/kubernetes-goat,Madhu Akula - Intentionally vulnerable cluster environment to learn and practice Kubernetes security.,,5793,2026-04-16,187
Tools,,NodeGoat,https://github.com/OWASP/NodeGoat,OWASP - A Node.js web application that demonstrates and provides ways to address common security vulnerabilities.,,2067,2024-06-15,188
Tools,,Pentest-Ground,https://pentest-ground.com/,Pentest-Tools.com - Pentest-Ground is a free playground with deliberately vulnerable web applications and network services.,,,,189
Tools,,Terragoat,https://github.com/bridgecrewio/terragoat,"Bridgecrew - Terraform templates for creating stacks of intentionally insecure services in AWS, Azure and GCP. Ideal for testing the Terraform Infrastructure as Code Analysis tools above.",,1306,2025-07-13,190
Tools,,WrongSecrets,https://github.com/OWASP/wrongsecrets,OWASP - Vulnerable app with examples showing how to not use secrets,,1466,2026-09-24,191
Tools,,Csper,https://csper.io/report-uri,"A set of Content Security Policy tools that can test policies, monitor CSP reports and provide metrics and alerts.",,,,197
Tools,,Streamdal,https://streamdal.com,"Embed privacy controls in your application code to detect and monitor PII as it enters and leaves your systems, preventing it from reaching unintended databases, data streams, or pipelines.",,,,198
Tools,,Ansible Vault,https://docs.ansible.com/ansible/latest/user_guide/vault.html,Ansible - Securely store secrets within Ansible pipelines.,,,,204
Tools,,AWS Key Management Service (KMS),https://aws.amazon.com/kms/,Amazon AWS - Create and manage cryptographic keys in AWS.,,,,205
Tools,,AWS Secrets Manager,https://aws.amazon.com/secrets-manager/,Amazon AWS - Securely store retrievable application secrets in AWS.,,,,206
Tools,,Azure Key Vault,https://azure.microsoft.com/en-au/services/key-vault/,Microsoft Azure - Securely store secrets within Azure.,,,,207
Tools,,BlackBox,https://github.com/StackExchange/blackbox,StackExchange - Encrypt credentials within your code repository.,,6766,,208
Tools,,Chef Vault,https://github.com/chef/chef-vault,Chef - Securely store secrets within Chef.,,406,2026-09-04,209
Tools,,CredStash,https://github.com/fugue/credstash,Fugue - Securely store secrets within AWS using KMS and DynamoDB.,,2063,2022-02-09,210
Tools,,CyberArk Application Access Manager,https://www.cyberark.com/products/privileged-account-security-solution/application-access-manager/,CyberArk - Secrets management for applications including secret rotation and auditing.,,,,211
Tools,,Docker Secrets,https://docs.docker.com/engine/swarm/secrets/,Docker - Store and manage access to secrets within a Docker swarm.,,,,212
Tools,,Git Secrets,https://github.com/awslabs/git-secrets,Amazon AWS - Scan git repositories for secrets committed within code or commit messages.,,13405,2025-09-17,213
Tools,,Gopass,https://github.com/gopasspw/gopass,Password manager for teams relying on Git and gpg. Manages secrets in encrypted files and repositories.,,7222,2026-09-23,214
Tools,,Google Cloud Key Management Service (KMS),https://cloud.google.com/kms,Google Cloud Platform - Securely store secrets within GCP.,,,,215
Tools,,HashiCorp Vault,https://www.vaultproject.io/,"HashiCorp - Securely store secrets via UI, CLI or HTTP API.",,,,216
Tools,,Keyscope,https://github.com/SpectralOps/keyscope,"Spectral - Keyscope is an open source key and secret workflow tool (validation, invalidation, etc.) built in Rust.",,412,2025-07-24,217
Tools,,Pinterest Knox,https://github.com/pinterest/knox,"Pinterest - Securely store, rotate and audit secrets.",,1271,2026-08-31,218
Tools,,Secrets Operations (SOPS),https://github.com/mozilla/sops,"Mozilla - Encrypt keys stored within YAML, JSON, ENV, INI and BINARY files.",,23205,2026-09-21,219
Tools,,Teller,https://github.com/spectralops/teller,Spectral - A secrets management tool for developers - never leave your command line for secrets.,,3231,2026-01-27,220
Tools,,CredScan,https://secdevtools.azurewebsites.net/helpcredscan.html,Microsoft - A credential scanning tool that can be run as a task in Azure DevOps pipelines.,,,,227
Tools,,Detect Secrets,https://github.com/Yelp/detect-secrets,"Yelp - An aptly named module for (surprise, surprise) detecting secrets within a code base.",,4639,2026-04-02,228
Tools,,GitGuardian,https://www.gitguardian.com/,A web-based solution that scans and monitors public and private git repositories for secrets.,,,,229
Tools,,Gitleaks,https://github.com/zricethezav/gitleaks,"Zachary Rice - Gitleaks is a SAST tool for detecting hardcoded secrets like passwords, api keys, and tokens in git repositories.",,29469,2026-09-23,230
Tools,,Nightfall,https://nightfall.ai/solutions/product/github,"A web-based platform that monitors for sensitive data disclosure across several SDLC tools, including GitHub repositories.",,,,231
Tools,,Repo-supervisor,https://github.com/auth0/repo-supervisor,"Auth0 - Secrets scanning tool that can run as a CLI, as a Docker container or in AWS Lambda.",,,,232
Tools,,SpectralOps,https://spectralops.io,"Spectral - Automated code security, secrets, tokens and sensitive data scanning.",,,,233
Tools,,truffleHog,https://github.com/trufflesecurity/truffleHog,"Truffle Security - Searches through git repositories for secrets, digging deep into commit history and branches.",,28040,2026-09-24,234
Tools,,DevSkim,https://github.com/microsoft/DevSkim,"Microsoft - A set of IDE plugins, CLIs and other tools that provide security analysis for a number of programming languages.",,1008,2026-09-23,243
Tools,,Graudit,https://github.com/wireghoul/graudit/,Eldar Marcussen - Grep source code for potential security flaws with custom or pre-configured regex signatures.,,1688,2025-12-19,244
Tools,,Hawkeye,https://github.com/hawkeyesec/scanner-cli,"Hawkeyesec - Modularised CLI tool for project security, vulnerability and general risk highlighting.",,361,,245
Tools,,LGTM,https://lgtm.com/,Semmle - Scan and monitor code for security vulnerabilities using custom or built-in CodeQL queries.,,,,246
Tools,,RIPS,https://www.ripstech.com/,"Automated static analysis for PHP, Java and Node.js projects.",,,,247
Tools,,SemGrep,https://semgrep.dev/,"R2c - Semgrep is a fast, open-source, static analysis tool that finds bugs and enforces code standards at editor, commit, and CI time.",,,,248
Tools,,SonarLint,https://www.sonarlint.org/,"SonarSource - An IDE plugin that highlights potential security security issues, code quality issues and bugs.",,,,249
Tools,,SonarQube,https://www.sonarqube.org/,SonarSource - Scan code for security and quality issues with support for a wide variety of languages.,,,,250
Tools,,FlawFinder,https://github.com/david-a-wheeler/flawfinder,David Wheeler - Scan C / C++ code for potential security weaknesses.,,582,2026-05-17,255
Tools,,Puma Scan,https://github.com/pumasecurity/puma-scan,Puma Security - A Visual Studio plugin to scan .NET projects for potential security flaws.,,446,2026-08-07,260
Tools,,Conftest,https://github.com/instrumenta/conftest,Instrumenta - Create custom tests to scan any configuration file for security flaws.,,3270,2026-09-21,264
Tools,,Selefra,https://github.com/selefra/selefra,An open-source policy-as-code software that provides analytics for multi-cloud and SaaS.,,545,2023-08-30,265
Tools,,Deep Dive,https://discotek.ca/deepdive.xhtml,"Discotek.ca - Static analysis for JVM deployment units including Ear, War, Jar and APK.",,,,270
Tools,,Find Security Bugs,https://github.com/find-sec-bugs/find-sec-bugs/,"OWASP - SpotBugs plugin for security audits of Java web applications. Supports Eclipse, IntelliJ, Android Studio and SonarQube.",,2449,2026-03-26,271
Tools,,SpotBugs,https://github.com/spotbugs/spotbugs,Static code analysis for Java applications.,,3947,2026-09-24,272
Tools,,ESLint,https://eslint.org/,JS Foundation - Linting tool for JavaScript with multiple security linting rules available.,,,,277
Tools,,Golang Security Checker,https://github.com/securego/gosec,Securego - CLI tool to scan Go code for potential security flaws.,,8953,2026-09-22,282
Tools,,Security Code Scan,https://github.com/security-code-scan/security-code-scan,Static code analysis for C# and VB.NET applications.,,974,2024-07-08,287
Tools,,Phan,https://github.com/phan/phan,Broad static analysis for PHP applications with some support for security scanning features.,,5626,2026-09-15,292
Tools,,PHPCS Security Audit,https://github.com/FloeDesignTechnologies/phpcs-security-audit,"Floe - PHP static analysis with rules for PHP, Drupal 7 and PHP related CVEs.",,728,2023-01-05,293
Tools,,Progpilot,https://github.com/designsecurity/progpilot,Design Security - Static analysis for PHP source code.,,369,2025-08-17,294
Tools,,Bandit,https://github.com/PyCQA/bandit,Python Code Quality Authority - Find common security vulnerabilities in Python code.,,8281,2026-09-21,299
Tools,,Brakeman,https://github.com/presidentbeef/brakeman,Justin Collins - Static analysis tool which checks Ruby on Rails applications for security vulnerabilities.,,7273,2026-09-25,304
Tools,,DawnScanner,https://github.com/thesp0nge/dawnscanner,"Paolo Perego - Security scanning for Ruby scripts and web application. Supports Ruby on Rails, Sinatra and Padrino frameworks.",,748,2024-03-02,305
Tools,,Harden Runner GitHub Action,https://github.com/step-security/harden-runner,"StepSecurity - installs a security agent on the GitHub-hosted runner (Ubuntu VM) to prevent exfiltration of credentials, detect compromised dependencies and build tools, and detect tampering of source code during the build.",,1274,2026-09-24,312
Tools,,Overlay,https://github.com/os-scar/overlay,SCAR - a browser extension helping developers evaluate open source packages before picking them.,,229,2025-06-22,313
Tools,,Preflight,https://github.com/spectralops/preflight,"Spectral - helps you verify scripts and executables to mitigate supply chain attacks in your CI and other systems, such as in the recent Codecov hack.",,156,2022-11-27,314
Tools,,Sigstore,https://www.sigstore.dev/,"A set of free to use and open source tools, including fulcio, cosign and rekor, handling digital signing, verification and checks for provenance needed to make it safer to distribute and use open source software.",,,,315
Tools,,Syft,https://github.com/anchore/syft/,Anchore - A CLI tool for generating a Software Bill of Materials (SBOM) from container images and filesystems.,,9606,2026-09-24,316
Tools,,Awesome Threat Modelling,https://github.com/hysnsec/awesome-threat-modelling,Practical DevSecOps - A curated list of threat modelling resources.,,1814,2024-08-02,322
Tools,,SecuriCAD,https://www.foreseeti.com/,Forseeti - Treat modelling and attack simulations for IT infrastructure.,,,,323
Tools,,IriusRisk,https://iriusrisk.com/,Draw threat models and capture threats and countermeasures and manage risk.,,,,324
Tools,,Raindance Project,https://github.com/devsecops/raindance,DevSecOps - Use attack maps to identify attack surface and adversary strategies that may lead to compromise.,,48,2016-11-24,325
Tools,,SD Elements,https://www.securitycompass.com/sdelements/threat-modeling/,"Security Compass - Identify and rank threats, generate actionable tasks and track related tickets.",,,,326
Tools,,Threat Dragon,https://owasp.org/www-project-threat-dragon/,OWASP - Threat model diagramming tool.,,,,327
Tools,,Threat Modelling Tool,https://www.microsoft.com/en-us/securityengineering/sdl/threatmodeling,Microsoft - Threat model diagramming tool.,,,,328
Tools,,Threatspec,https://threatspec.org/,Define threat modelling as code.,,,,329
Related Lists,,Awesome Dynamic Analysis,https://github.com/analysis-tools-dev/dynamic-analysis/,Matthias Endler - A collection of dynamic analysis tools and code quality checkers.,,1105,2026-09-21,333
Related Lists,,Awesome Platform Engineering,https://github.com/shospodarets/awesome-platform-engineering/,"A curated list of solutions, tools and resources for Platform Engineering",,523,2026-09-13,334
Related Lists,,Awesome Static Analysis,https://github.com/analysis-tools-dev/static-analysis/,Matthias Endler - A collection of static analysis tools and code quality checkers.,,14806,2026-09-21,335
Related Lists,,Vulnerable Web Apps Directory,https://owasp.org/www-project-vulnerable-web-applications-directory,OWASP - A collection of vulnerable web applications for learning purposes.,,,,336
